incident_id,incident_datetime,borough,dispatch_area,zipcode,travel_seconds,response_seconds,start_lat,start_lon,dest_lat,dest_lon,depot_id,depot_name,depot_layer,start_source,start_mode,crow_flies_km,prefer_borough,initial_call_type,final_call_type,alarm_box_borough,alarm_box_number,alarm_box_location,dispatch_wait_seconds,valid_incident_rspns_time_indc,engines_assigned_quantity,ladders_assigned_quantity,other_units_assigned_quantity,highest_alarm_level,borough_norm,dispatch_borough,modzcta
260630-B1077-002-1071,2026-06-30T23:56:48.000,BROOKLYN,1077,11225,322.0,356.0,40.66253364,-73.94791393,40.663270614831106,-73.95060087631475,564,CSL NEW YORK AVE & LEFFERTS AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.2409979757740989,BROOKLYN,Utility Emergency - Water,NonMedical Emergencies,BROOKLYN,1077,BEDFORD AVE & PRESIDENT ST,33,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11225
260630-X3878-001-1083,2026-06-30T23:56:17.000,BRONX,3878,10470,336.0,376.0,40.89659383,-73.86954189,40.89518159734686,-73.87185745378329,703,CSL E 233 ST & E 234 ST NEAR KEPLER AVE,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2500792497526148,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,BRONX,3878,FURMAN AVE & E 240 ST,40,Y,1.0,1.0,0.0,First Alarm,BRONX,,10470
260630-B3937-001-1070,2026-06-30T23:54:23.000,BROOKLYN,3937,11210,242.0,270.0,40.62885277,-73.95017657,40.62576354335876,-73.94439549249944,325,CSL AVENUE I & E 27 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5966772608066885,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,BROOKLYN,3937,BROOKLYN AVE & FARRAGUT RD,28,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11210
260630-X2585-001-1081,2026-06-30T23:53:42.000,BRONX,2585,10452,288.0,340.0,40.83836092,-73.92491804,40.836711134538305,-73.9240363632889,249,CSL NELSON AVE & W 168 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.1978752454797345,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,BRONX,2585,WALTON AVE & E 168 ST,52,Y,2.0,1.0,1.0,First Alarm,BRONX,,10452
260630-B3116-001-1068,2026-06-30T23:52:24.000,BROOKLYN,3116,11234,256.0,265.0,40.58689038,-73.94318574,40.58390802101884,-73.92225171655224,419,CSL VOORHIES AVE & E 26 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,1.7986212861984345,BROOKLYN,Medical - Breathing / Ill or Sick,Medical Emergencies,BROOKLYN,3116,FOSTER AVE & KINGS HWY,9,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11234
260630-Q7833-001-0856,2026-06-30T23:50:55.000,QUEENS,7833,11372,116.0,155.0,40.75217862,-73.88096296,40.75203495383239,-73.88359732782362,513,CSL 35 AVE & 86 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.2224794947981302,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,QUEENS,7833,NORTHERN BLVD & 84 ST,38,Y,3.0,2.0,1.0,First Alarm,QUEENS,,11372
260630-Q9876-003-0853,2026-06-30T23:47:35.000,QUEENS,9876,11433,338.0,346.0,40.69617957,-73.79216302,40.697581051726765,-73.78664900498536,500,CSL 108 AVE & UNION HALL ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.4902830329783176,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,9876,JAMAICA AVE & 162 ST,7,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11433
260630-B3762-001-1063,2026-06-30T23:46:50.000,BROOKLYN,3762,11225,237.0,276.0,40.66253364,-73.94791393,40.663270614831106,-73.95060087631475,564,CSL NEW YORK AVE & LEFFERTS AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.2409979757740989,BROOKLYN,Elevator Emergency - Unoccupied,NonMedical Emergencies,BROOKLYN,3762,MONTGOMERY ST & BEDFORD AVE,39,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11225
260630-Q7162-003-0852,2026-06-30T23:45:01.000,QUEENS,7162,11101,431.0,492.0,40.74649713,-73.93226763,40.745855964057014,-73.94066377679383,488,CSL SKILLMAN AVE & 32 PL,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.7108941316000547,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,QUEENS,7162,JACKSON AVE & 42 RD,60,Y,1.0,1.0,0.0,First Alarm,QUEENS,,11101
260630-X2711-001-1076,2026-06-30T23:44:38.000,BRONX,2711,10456,297.0,321.0,40.82971,-73.908118,40.82898240818156,-73.90949161407787,51,Battalion 26/Engine 50/Ladder 19,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14107553388165955,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,BRONX,2711,GRANT AVE & E 169 ST,24,Y,1.0,0.0,0.0,First Alarm,BRONX,,10456
260630-B2988-003-1059,2026-06-30T23:44:08.000,BROOKLYN,2988,11230,170.0,188.0,40.6175894,-73.96381145,40.62235786354158,-73.96565043616631,508,CSL CONEY ISLAND AVE & AVENUE M,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5524799529098702,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,BROOKLYN,2988,AVENUE N & E 10 ST,18,Y,1.0,1.0,1.0,First Alarm,BROOKLYN,,11230
260630-R2616-001-0222,2026-06-30T23:41:12.000,RICHMOND / STATEN ISLAND,2616,10306,390.0,398.0,40.576077,-74.123714,40.574866847218075,-74.12491175116226,204,Engine 165/Ladder 85,fdny_firehouse,nearest_firehouse_in_staten_island,hybrid_static,0.168346250872284,STATEN ISLAND,Medical - No PT Contact EMS is Onscene,Medical Emergencies,RICHMOND / STATEN ISLAND,2616,HYLAN BLVD & TYSENS LA,8,Y,1.0,0.0,0.0,First Alarm,STATEN ISLAND,,10306
260630-B0373-001-1056,2026-06-30T23:40:50.000,BROOKLYN,373,11205,208.0,214.0,40.69620749,-73.96158556,40.696519702454395,-73.96636995753218,456,CSL PARK AVE & CLASSON AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.40484130897494675,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,373,PARK AVE & KENT AVE,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11205
260630-M1533-005-1542,2026-06-30T23:40:31.000,MANHATTAN,1533,10027,168.0,215.0,40.811921,-73.9546,40.812448125004096,-73.9526188214235,34,Engine 37/Ladder 40,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.17673566000401683,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,MANHATTAN,1533,POWELL BLVD & W 131 ST,46,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10027
260630-X2551-001-1074,2026-06-30T23:39:29.000,BRONX,2551,10459,389.0,393.0,40.82679445,-73.89191272,40.82565518017367,-73.89260405134473,303,CSL SOUTHERN BLVD & E 167 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.1393977411416439,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,2551,WESTCHESTER AVE & LONGFELLOW AVE,4,Y,1.0,0.0,0.0,First Alarm,BRONX,,10459
260630-X4764-002-1072,2026-06-30T23:37:34.000,BRONX,4764,10457,194.0,201.0,40.846372,-73.899241,40.84697506197675,-73.89769511018748,58,Bronx Borough Command,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14630472789786766,BRONX,Vehicle Accident - Other,NonMedical Emergencies,BRONX,4764,E TREMONT AVE & PARK AVE,6,Y,1.0,1.0,0.0,First Alarm,BRONX,,10457
260630-M1348-002-1534,2026-06-30T23:31:11.000,MANHATTAN,1348,10029,234.0,242.0,40.793843,-73.940791,40.79181061410928,-73.94389258547608,29,Engine 91,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.3453197285352938,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,1348,PARK AVE & E 112 ST,8,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10029
260630-B2204-001-1051,2026-06-30T23:30:59.000,BROOKLYN,2204,11212,285.0,316.0,40.66157348,-73.91547732,40.664602207240236,-73.9145581386799,272,CSL LIVONIA AVE & SARATOGA AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.34558812133748135,BROOKLYN,Utility Emergency - Gas,NonMedical Emergencies,BROOKLYN,2204,WILLMOHR ST & E 95 ST,30,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11212
260630-B2567-001-1048,2026-06-30T23:30:31.000,BROOKLYN,2567,11219,186.0,203.0,40.63075638,-74.00014289,40.63343197458116,-73.99536675242251,579,CSL 12 AVE & 59 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5009555480139296,BROOKLYN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,BROOKLYN,2567,14 AVE & 49 ST,17,Y,3.0,2.0,1.0,First Alarm,BROOKLYN,,11219
260630-M1561-001-1533,2026-06-30T23:30:15.000,MANHATTAN,1561,10030,220.0,252.0,40.81847106,-73.94139122,40.81820392339041,-73.94268353273702,525,CSL POWELL BLVD & W 140 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.11273289564788122,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,MANHATTAN,1561,POWELL BLVD & W 135 ST/WILLIAMS PL,32,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10030
260630-M0786-006-1530,2026-06-30T23:29:30.000,MANHATTAN,786,10036,346.0,353.0,40.76098873,-73.99076377,40.75886307955852,-73.98967525427115,404,CSL 9 AVE & W 46 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.2535192445210474,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,MANHATTAN,786,7 AVE & W 42 ST,6,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10036
260630-M0217-002-1526,2026-06-30T23:28:24.000,MANHATTAN,217,10002,301.0,353.0,40.716439,-73.983927,40.716440130565445,-73.98514522742113,5,Battalion 4/Engine 15/Ladder 18,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.10267214211786696,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,MANHATTAN,217,HENRY ST & RUTGERS ST,51,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10002
260630-B1996-002-1047,2026-06-30T23:28:13.000,BROOKLYN,1996,11207,129.0,137.0,40.67301661,-73.89716712,40.67164768647864,-73.8931034629108,220,CSL GLENMORE AVE & SHEFFIELD AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.37499492357266767,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,1996,ATLANTIC AVE & VERMONT ST,8,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11207
260630-Q9222-001-0846,2026-06-30T23:27:45.000,QUEENS,9222,11368,282.0,305.0,40.75414368,-73.85715508,40.750494909866546,-73.85135725025106,445,CSL 37 AVE & 111 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.6349209541541971,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,9222,SAULTELL ST & VAN DOREN ST,22,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11368
260630-B2435-001-1045,2026-06-30T23:27:37.000,BROOKLYN,2435,11210,147.0,153.0,40.62885277,-73.95017657,40.62576354335876,-73.94439549249944,325,CSL AVENUE I & E 27 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5966772608066885,BROOKLYN,Medical - Serious Life Threatening,Medical Emergencies,BROOKLYN,2435,FOSTER AVE & E 29 ST,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11210
260630-X2614-002-1069,2026-06-30T23:26:07.000,BRONX,2614,10473,550.0,581.0,40.81131269,-73.85627735,40.816512640385724,-73.86036674953414,441,CSL O'BRIEN AVE & SOUND VIEW AVE,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.6728767652482572,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,BRONX,2614,CASTLE HILL AVE & ZEREGA AVE,31,Y,0.0,2.0,0.0,First Alarm,BRONX,,10473
260630-Q6601-002-0843,2026-06-30T23:25:55.000,QUEENS,6601,11432,233.0,268.0,40.71699938,-73.78961771,40.71495048336277,-73.79223361830964,394,CSL CROYDEN RD & MAYFIELD RD,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.31703645903177435,QUEENS,Utility Emergency - Water,NonMedical Emergencies,QUEENS,6601,HILLSIDE AVE & 170 ST,34,Y,1.0,1.0,1.0,First Alarm,QUEENS,,11432
260630-X3031-001-1068,2026-06-30T23:25:06.000,BRONX,3031,10462,339.0,345.0,40.84151272,-73.86176167,40.8431649108642,-73.86016672507611,308,CSL E TREMONT AVE & DOGWOOD DR,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2274909634375671,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,3031,LYON AVE & GLEBE AVE,5,Y,1.0,0.0,0.0,First Alarm,BRONX,,10462
260630-M1479-002-1521,2026-06-30T23:24:53.000,MANHATTAN,1479,10035,276.0,283.0,40.803297,-73.936522,40.80176638956237,-73.93752780228272,30,Battalion 12/Engine 35/Ladder 14,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.1900891758011482,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,MANHATTAN,1479,LEXINGTON AV & E 125 ST\KING BLVD,7,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10035
260630-Q4497-001-0841,2026-06-30T23:24:33.000,QUEENS,4497,11355,318.0,328.0,40.74424412,-73.82953367,40.750823237855116,-73.82074210024575,629,CSL 59 AVE & 136 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,1.041001603926738,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,4497,45TH AVE & 149TH ST,9,Y,1.0,2.0,0.0,First Alarm,QUEENS,,11355
260630-R3261-001-0221,2026-06-30T23:23:21.000,RICHMOND / STATEN ISLAND,3261,10308,396.0,404.0,40.55242985,-74.14369573,40.55182572682922,-74.14896466622126,747,CSL FIELDWAY AVE & AMBOY RD,csl,nearest_synthetic_csl_in_staten_island,hybrid_csl,0.4501994282615399,STATEN ISLAND,Medical - Breathing / Ill or Sick,Medical Emergencies,RICHMOND / STATEN ISLAND,3261,ABINGDON AVE & EAST READING AVE,8,Y,1.0,0.0,0.0,First Alarm,STATEN ISLAND,,10308
260630-B3558-006-1041,2026-06-30T23:22:55.000,BROOKLYN,3558,11224,204.0,233.0,40.57776,-73.993011,40.576958945988395,-73.9911152881316,137,Engine 318/Ladder 166,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.1832135741020589,BROOKLYN,Multiple Dwelling 'A' - Other fire,Structural Fires,BROOKLYN,3558,SURF AVE & STILLWELL AVE,28,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11224
260630-X2976-001-1063,2026-06-30T23:21:35.000,BRONX,2976,10457,212.0,251.0,40.846372,-73.899241,40.84697506197675,-73.89769511018748,58,Bronx Borough Command,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14630472789786766,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,BRONX,2976,E TREMONT AVE & CLINTON AVE,39,Y,1.0,1.0,0.0,First Alarm,BRONX,,10457
260630-Q8526-002-0836,2026-06-30T23:20:03.000,QUEENS,8526,11421,339.0,366.0,40.69004699,-73.8616573,40.69298474055938,-73.85721954025291,692,CSL 88 AVE & 80 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.4966888360878469,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,QUEENS,8526,88 RD & 78 ST,27,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11421
260630-X2784-001-1061,2026-06-30T23:19:10.000,BRONX,2784,10460,255.0,293.0,40.841877,-73.883508,40.843766801299076,-73.88351491281807,61,Battalion 18/Engine 45/Ladder 58,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.21013712141219945,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,BRONX,2784,BOSTON RD & WILKENS AVE/NINE BLVD,38,Y,0.0,1.0,0.0,First Alarm,BRONX,,10460
260630-M0277-001-1514,2026-06-30T23:18:51.000,MANHATTAN,277,10002,231.0,259.0,40.716439,-73.983927,40.716440130565445,-73.98514522742113,5,Battalion 4/Engine 15/Ladder 18,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.10267214211786696,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,MANHATTAN,277,CLINTON ST & DELANCEY ST,27,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10002
260630-M0671-005-1506,2026-06-30T23:16:51.000,MANHATTAN,671,10001,282.0,287.0,40.75326066,-74.00382216,40.75156446523435,-73.998960240437,333,CSL 11 AVE & W 30 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.4508841428678818,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,671,7 AVE & W 29 ST,5,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10001
260630-M1206-003-1507,2026-06-30T23:16:50.000,MANHATTAN,1206,10128,435.0,464.0,40.778622,-73.955311,40.78040394504142,-73.9503467842834,26,Battalion 10/Engine 22/Ladder 13,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.46257300161894116,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,MANHATTAN,1206,1 AVE & E 92 ST,28,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10128
260630-B3204-001-1038,2026-06-30T23:16:14.000,BROOKLYN,3204,11210,362.0,369.0,40.62885277,-73.95017657,40.62576354335876,-73.94439549249944,325,CSL AVENUE I & E 27 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5966772608066885,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,3204,AVENUE O & E 23 ST,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11210
260630-X3077-001-1058,2026-06-30T23:12:45.000,BRONX,3077,10461,298.0,335.0,40.845048,-73.846393,40.845746567470684,-73.83917046952729,65,Battalion 20/Squad 61,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.6124790077715443,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,BRONX,3077,CASTLE HILL AVE OPP LYVERE ST,37,Y,0.0,1.0,0.0,First Alarm,BRONX,,10461
260630-M1827-001-1501,2026-06-30T23:12:42.000,MANHATTAN,1827,10034,304.0,344.0,40.86131167,-73.921232,40.86372419744462,-73.92064105831952,429,CSL 10 AVE & W 202 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.27282496502606024,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,MANHATTAN,1827,SEAMAN AVE & W 215 ST,40,Y,0.0,2.0,0.0,First Alarm,MANHATTAN,,10034
260630-M0322-002-1494,2026-06-30T23:06:08.000,MANHATTAN,322,10012,279.0,286.0,40.72495123,-73.99490827,40.72594239486469,-73.99790654151013,612,CSL MULBERRY ST & HOUSTON ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.2756515217425405,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,MANHATTAN,322,GREENE ST & SPRING ST,7,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10012
260630-X2726-018-1053,2026-06-30T23:05:52.000,BRONX,2726,10456,188.0,249.0,40.82971,-73.908118,40.82898240818156,-73.90949161407787,51,Battalion 26/Engine 50/Ladder 19,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14107553388165955,BRONX,Utility Emergency - Electric,NonMedical Emergencies,BRONX,2726,WEBSTER AVE 600 N OF E 169 ST,60,Y,3.0,3.0,1.0,First Alarm,BRONX,,10456
260630-M1513-010-1489,2026-06-30T23:04:00.000,MANHATTAN,1513,10027,312.0,341.0,40.811921,-73.9546,40.812448125004096,-73.9526188214235,34,Engine 37/Ladder 40,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.17673566000401683,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,MANHATTAN,1513,POWELL BLVD & W 129 ST,29,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10027
260630-Q7176-002-0831,2026-06-30T23:03:44.000,QUEENS,7176,11101,368.0,378.0,40.74649713,-73.93226763,40.745855964057014,-73.94066377679383,488,CSL SKILLMAN AVE & 32 PL,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.7108941316000547,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,7176,41 AVE & VERNON BLVD,9,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11101
260630-M1392-001-1488,2026-06-30T23:03:05.000,MANHATTAN,1392,10027,335.0,380.0,40.811921,-73.9546,40.812448125004096,-73.9526188214235,34,Engine 37/Ladder 40,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.17673566000401683,MANHATTAN,Downed Tree,NonMedical Emergencies,MANHATTAN,1392,RIVERSIDE DR & W 116 ST,44,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10027
260630-Q2010-001-0829,2026-06-30T23:01:46.000,QUEENS,2010,11417,397.0,404.0,40.682524,-73.84186,40.676047998092066,-73.84865647201624,178,Engine 285/Ladder 142,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.9203340041207314,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,2010,PITKIN AVE & SITKA ST,7,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11417
260630-B3558-004-1029,2026-06-30T23:00:29.000,BROOKLYN,3558,11224,169.0,214.0,40.57776,-73.993011,40.576958945988395,-73.9911152881316,137,Engine 318/Ladder 166,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.1832135741020589,BROOKLYN,Alarm System - Unnecessary,NonMedical Emergencies,BROOKLYN,3558,SURF AVE & STILLWELL AVE,45,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11224
260630-M1832-001-1482,2026-06-30T23:00:14.000,MANHATTAN,1832,10034,408.0,431.0,40.86131167,-73.921232,40.86372419744462,-73.92064105831952,429,CSL 10 AVE & W 202 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.27282496502606024,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,MANHATTAN,1832,PARK TERRACE WEST & W 217 ST,23,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10034
260630-Q8892-001-0827,2026-06-30T22:59:49.000,QUEENS,8892,11436,156.0,165.0,40.67773924,-73.79753493,40.67626883232255,-73.79719129926784,723,CSL 119 AVE & 143 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.16605000752415935,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,8892,120 AVE & 144 ST,8,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11436
260630-M1541-005-1478,2026-06-30T22:59:22.000,MANHATTAN,1541,10027,366.0,371.0,40.811921,-73.9546,40.812448125004096,-73.9526188214235,34,Engine 37/Ladder 40,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.17673566000401683,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,1541,AMSTERDAM AVE & W 132 ST,5,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10027
260630-M1613-002-1479,2026-06-30T22:59:16.000,MANHATTAN,1613,10030,202.0,222.0,40.81847106,-73.94139122,40.81820392339041,-73.94268353273702,525,CSL POWELL BLVD & W 140 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.11273289564788122,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,1613,8 AVE & W 143 ST,19,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10030
260630-M0638-001-1480,2026-06-30T22:59:13.000,MANHATTAN,638,10001,233.0,253.0,40.75326066,-74.00382216,40.75156446523435,-73.998960240437,333,CSL 11 AVE & W 30 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.4508841428678818,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,638,9 AVE & W 26 ST,20,Y,4.0,3.0,3.0,First Alarm,MANHATTAN,,10001
260630-Q7317-001-0823,2026-06-30T22:55:38.000,QUEENS,7317,11104,260.0,293.0,40.745278,-73.913705,40.7436598194127,-73.9205119246819,149,Engine 325/Ladder 163,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.6010120354713688,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,QUEENS,7317,SKILLMAN AVE & 42 ST,32,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11104
260630-Q9408-003-0822,2026-06-30T22:55:34.000,QUEENS,9408,11355,305.0,331.0,40.74424412,-73.82953367,40.750823237855116,-73.82074210024575,629,CSL 59 AVE & 136 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,1.041001603926738,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,QUEENS,9408,SANFORD AVE & FRAME PL,26,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11355
260630-B1611-001-1025,2026-06-30T22:54:54.000,BROOKLYN,1611,11212,106.0,137.0,40.66157348,-73.91547732,40.664602207240236,-73.9145581386799,272,CSL LIVONIA AVE & SARATOGA AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.34558812133748135,BROOKLYN,Utility Emergency - Electric,NonMedical Emergencies,BROOKLYN,1611,E NEW YORK AVE & ST MARKS AVE,31,Y,4.0,2.0,2.0,First Alarm,BROOKLYN,,11212
260630-M0676-003-1475,2026-06-30T22:54:07.000,MANHATTAN,676,10001,263.0,297.0,40.75326066,-74.00382216,40.75156446523435,-73.998960240437,333,CSL 11 AVE & W 30 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.4508841428678818,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,MANHATTAN,676,9 AVE & W 30 ST,34,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10001
260630-M1294-003-1471,2026-06-30T22:52:46.000,MANHATTAN,1294,10025,395.0,425.0,40.79976083,-73.96620573,40.79971253537102,-73.9658103333289,342,CSL AMSTERDAM AVE & W 105 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.03371270797425293,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,MANHATTAN,1294,COLUMBUS AVE & W 104 ST,29,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10025
260630-B1693-001-1017,2026-06-30T22:51:53.000,BROOKLYN,1693,11212,276.0,305.0,40.66157348,-73.91547732,40.664602207240236,-73.9145581386799,272,CSL LIVONIA AVE & SARATOGA AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.34558812133748135,BROOKLYN,Demolition Debris or Rubbish Fire,NonStructural Fires,BROOKLYN,1693,RIVERDALE AVE & CHRISTOPHER AVE,29,Y,2.0,0.0,0.0,First Alarm,BROOKLYN,,11212
