cell_id,n_incidents,weight,lat,lon,share,cell_km,cell_dlat,cell_dlon,nearest_post_id,response_s,within_threshold,response_from_graph
146,50,50.0,40.784197531639705,-73.84250938661845,0.0020987239758227,0.75,0.00678278799717836,0.008891897936964871,13,499.0,0,1
147,48,48.0,40.89518159734686,-73.87185745378329,0.0020147750167897917,0.75,0.00678278799717836,0.008891897936964871,12,182.1,1,1
148,47,47.0,40.53014886091261,-74.21908633977426,0.0019728005372733376,0.75,0.00678278799717836,0.008891897936964871,15,978.0,0,1
149,45,45.0,40.55182572682922,-74.14896466622126,0.00188885157824043,0.75,0.00678278799717836,0.008891897936964871,15,723.1,0,1
150,43,43.0,40.76304475181044,-73.77200449503155,0.0018049026192075218,0.75,0.00678278799717836,0.008891897936964871,13,554.4,0,1
151,42,42.0,40.76159425299747,-73.79640043727605,0.001762928139691068,0.75,0.00678278799717836,0.008891897936964871,13,484.8,0,1
152,41,41.0,40.708455066197594,-73.82736500874037,0.0017209536601746139,0.75,0.00678278799717836,0.008891897936964871,5,199.5,1,1
153,36,36.0,40.74802859717477,-73.71020222506348,0.0015110812625923438,0.75,0.00678278799717836,0.008891897936964871,13,775.1,0,1
154,35,35.0,40.70347593626369,-74.01242932107334,0.00146910678307589,0.75,0.00678278799717836,0.008891897936964871,10,444.5,1,1
155,34,34.0,40.746215406541396,-73.76159931286122,0.0014271323035594358,0.75,0.00678278799717836,0.008891897936964871,13,471.4,1,1
156,34,34.0,40.7436598194127,-73.9205119246819,0.0014271323035594358,0.75,0.00678278799717836,0.008891897936964871,6,238.5,1,1
157,34,34.0,40.90017918605311,-73.90107509999169,0.0014271323035594358,0.75,0.00678278799717836,0.008891897936964871,3,406.2,1,1
158,33,33.0,40.721316619734466,-73.74032295162165,0.0013851578240429818,0.75,0.00678278799717836,0.008891897936964871,13,672.9,0,1
159,32,32.0,40.707987182271566,-74.01056600218799,0.001343183344526528,0.75,0.00678278799717836,0.008891897936964871,10,428.0,1,1
160,30,30.0,40.76127872944328,-73.9503306183953,0.0012592343854936198,0.75,0.00678278799717836,0.008891897936964871,6,473.8,1,1
161,29,29.0,40.71861021099217,-73.8789952143905,0.001217259905977166,0.75,0.00678278799717836,0.008891897936964871,1,499.8,0,1
162,28,28.0,40.69460421026876,-73.73596622950046,0.0011752854264607119,0.75,0.00678278799717836,0.008891897936964871,5,836.0,0,1
163,27,27.0,40.72814237653198,-73.79323244747195,0.0011333109469442578,0.75,0.00678278799717836,0.008891897936964871,13,347.2,1,1
164,26,26.0,40.7384244732313,-73.72094416887586,0.001091336467427804,0.75,0.00678278799717836,0.008891897936964871,13,707.7,0,1
165,22,22.0,40.75520708621281,-73.73497080290812,0.0009234385493619879,0.75,0.00678278799717836,0.008891897936964871,13,582.0,0,1
166,21,21.0,40.78328226639438,-73.78270478477023,0.000881464069845534,0.75,0.00678278799717836,0.008891897936964871,13,672.6,0,1
167,16,16.0,40.86866049922574,-73.81350695689446,0.000671591672263264,0.75,0.00678278799717836,0.008891897936964871,17,387.4,1,1
168,11,11.0,40.50813654354941,-74.24277322630007,0.00046171927468099396,0.75,0.00678278799717836,0.008891897936964871,15,2205.5,0,0
169,6,6.0,40.71641998106716,-74.01510183638766,0.00025184687709872396,0.75,0.00678278799717836,0.008891897936964871,20,413.3,1,1
170,5,5.0,40.776302749120134,-73.99039169581962,0.00020987239758226998,0.75,0.00678278799717836,0.008891897936964871,18,300.7,1,1
171,5,5.0,40.70826501463085,-74.01712001220953,0.00020987239758226998,0.75,0.00678278799717836,0.008891897936964871,20,485.9,0,1
172,5,5.0,40.773745104844195,-73.74475020174756,0.00020987239758226998,0.75,0.00678278799717836,0.008891897936964871,13,862.4,0,1
173,3,3.0,40.55894595830328,-73.9097668694522,0.00012592343854936198,0.75,0.00678278799717836,0.008891897936964871,9,932.4,0,1
